	SP1	GMEB1	ETV3	YY1	ETS1	ZBTB33	NRF1	USF2	STAT1::STAT2	ATF1	IRF1	ZFX	HSF1	ELF1	RUNX2	BACH1::MAFK	ZNF143	SREBF1	MAFF	FOS::JUN	RUNX1	FOXP1	GABPA	GATA3	KLF5	SREBF2	NFKB1	SRF	NR3C1	MTF1	EWSR1::FLI1	BCL6	RXRA	STAT6	ZEB1	JUN	NFATC2	GFI1	RFX1	SP4	POU2F2	USF1	ZNF354C	REST	CTCF	THAP1	ZBTB7B	ARID5A	TBP	FOXK1	AHR::ARNT	BSX	CEBPZ	CREB3	DBX2	DMRT3	EBF1	EPAS1	FOXO4	FUBP1	GSX1	HLTF	HMBOX1	HMGA1	HMX2	HOXA2	HOXA3	HOXD10	HOXD9	IKZF1	IRF3	IRF6	LHX9	MAFK	MEOX2	MITF	MYC	NFIX	NFYB	NKX2-5	NR1I2	OSR2	OVOL1	PLAG1	POU2F1	PPARA	RHOXF1	SOX10	SOX13	SOX15	SPIB	TBX19	TBX2
15:34080972-34080994	1.06101558e-15	2.283301211e-05	5.343069246e-09	3.210667418e-11	5.101820893e-14	2.08279364e-14	1.480123198e-12	5.795213708e-17	6.36073676e-16	3.848859175e-07	2.182792013e-18	4.247475201e-16	4.911080437e-15	1.29527781e-18	8.828286829e-10	2.576219951e-12	7.684016521e-15	9.32896365e-08	5.247935984e-20	0.0007985611049	0.0001000792336	6.12629548e-11	4.94285988e-16	4.581813776e-17	5.190532922e-11	2.213557608e-07	3.132717574e-29	1.057563209e-21	4.264448665e-24	6.673198157e-12	2.115064687e-24	2.57105051e-13	2.170466367e-23	1.995479172e-13	1.045937395e-06	2.604703419e-08	0.006710322678	0.0006758531686	5.833447532e-15	9.7771315e-21	3.731224914e-16	3.90531484e-17	0.0007374356114	2.628624417e-18	3.374341047e-15	0.0003294887591	2.452158726e-13	4.547068701e-08	2.100586706e-08	1.723785309e-10	0.003953219189	1.711266013e-07	4.456536676e-07	1.146839192e-12	1.193431846e-06	5.490575713e-10	2.296122316e-16	0.000500935232	7.767736236e-07	0.0002434611208	0.001450121928	0.00283655214	1.025889102e-07	0.00341941147	4.519374097e-10	0.0004369064872	0.01046236792	1.922890969e-06	8.652571165e-07	6.119569678e-05	1.074044893e-12	3.995492901e-10	0.000435753537	1.766236188e-09	0.0006989359759	1.943346332e-05	4.548557961e-13	4.130298449e-05	2.619920861e-19	0.0003357736088	3.820067504e-11	1.343877237e-12	0.00109160257	1.34161218e-12	8.349174192e-08	9.599098137e-10	2.706361262e-07	0.0307868168	2.208151426e-08	0.001320297862	7.523626545e-06	1.625399476e-22	0.0003891407556
15:34081005-34081021	1.846780135e-21	0	2.288361834e-10	1.011388888e-20	8.665362639e-15	5.200213442e-15	5.304852572e-20	3.709197415e-24	7.328009752e-22	6.683010117e-12	0	1.155496173e-13	3.374237275e-16	1.031940284e-21	6.719373875e-15	1.826955002e-17	3.948905579e-37	2.566654991e-09	0	0.0008595778284	3.140829885e-11	4.169127913e-12	3.545991399e-20	1.67776821e-21	3.341487726e-22	1.095220588e-07	6.418181091e-36	2.930815688e-34	0	4.464937898e-14	0	1.435128251e-13	2.133560974e-24	7.288617407e-11	5.685949942e-22	1.397339354e-20	0.0001811122961	0.001496993491	1.300312069e-15	0	8.149930629e-14	3.343143907e-20	6.950367677e-06	0	0	1.339193051e-06	2.938995136e-20	7.858767341e-06	2.437148403e-06	0	1.293481404e-05	1.032934643e-09	9.127436926e-10	1.561083457e-13	5.565705131e-08	9.820229682e-14	1.075437175e-14	3.01043792e-08	4.149217741e-09	2.67842414e-09	8.431580947e-06	0.002369178515	1.765988692e-07	0.0007670539709	0	2.149766894e-07	0.0004877822344	0	1.69537553e-08	3.903468596e-06	0	0	3.286312201e-05	3.459171522e-12	1.042896181e-06	8.10239857e-10	3.794814677e-18	3.387506536e-08	1.47277051e-21	0.0003496221338	0	3.265121437e-16	4.093200492e-05	1.61837935e-14	1.756730567e-09	6.994093737e-11	1.349826872e-08	0.003333423809	6.324104425e-10	0.002151640074	1.45785088e-06	0	5.351096312e-08
15:36879627-36879646	6.413850428e-20	0.000105483745	1.850793464e-10	7.067122786e-23	9.340665951e-17	2.466334206e-16	4.944217325e-15	3.676279216e-19	2.111647261e-16	1.92759984e-09	0	9.992957688e-18	3.128473213e-23	1.109214226e-20	1.06373397e-09	8.535180596e-15	6.379483471e-21	1.913022661e-10	1.205083291e-19	6.75460646e-05	0.000223965871	1.750101936e-08	1.122175279e-17	4.507289838e-17	1.722793695e-14	3.924028066e-11	2.116271373e-33	6.210124289e-22	8.578871485e-27	1.788988668e-16	3.18380022e-32	1.529871167e-16	1.472825194e-27	1.956226075e-19	2.22833317e-16	1.566641839e-29	9.525197818e-08	1.600485169e-05	2.950661105e-18	5.434826411e-17	4.627227292e-16	5.173555958e-23	0.001954133413	0	3.775129643e-21	2.354843023e-06	2.912294934e-12	7.136941213e-10	1.055719354e-08	1.065679683e-07	0.01381658872	3.011615499e-14	1.001888614e-08	6.30334747e-18	5.179857915e-09	2.87826933e-11	2.261502488e-19	0.6954014344	4.660483781e-06	0.004978147621	3.045974936e-05	8.073195589e-05	4.336748765e-10	2.48348106e-06	2.775190149e-10	4.093068274e-10	0.006184005698	3.765096267e-09	5.903372831e-08	3.42128941e-06	1.494339009e-11	7.78648098e-10	7.720406627e-11	1.198918465e-22	9.792846266e-08	6.680013466e-07	2.058156832e-13	2.159087972e-12	8.147593312e-20	0.000120148073	6.677836841e-10	1.910115048e-10	0.001109859037	1.682936222e-11	3.617370267e-10	2.938343529e-11	8.958634366e-16	0.003027994195	9.744051043e-10	0.0003534652846	9.803582999e-08	0	1.267435614e-05
15:36879691-36879704	4.526418006e-25	0	3.359163623e-07	2.550151111e-22	2.637514521e-13	0	3.798175397e-22	4.421009443e-23	0	9.429580049e-08	0	0	9.903569803e-24	1.608239074e-22	1.114647674e-14	0	0	1.520298863e-10	0	0.003517514033	2.049720139e-09	0	5.909991493e-15	6.036642896e-17	2.00380845e-23	6.920107813e-11	1.499109231e-38	0	0	0	0	0	0	0	7.175498927e-22	1.634667345e-25	8.810107264e-07	4.493443035e-08	0	0	3.91545177e-18	2.045417133e-19	3.176820496e-05	0	0	1.27314756e-06	6.046545128e-19	0	0	0	2.554179283e-07	5.831407838e-05	1.378534488e-09	0	0	1.063517768e-11	0	3.364732651e-11	3.05489438e-10	1.830401653e-08	0.0011189907	0.0007923803652	0.0001475286703	0.000127174316	0	0.000176887594	0.01318704826	0	2.998747747e-05	4.655569471e-08	0	0	1.148998556e-06	0	1.619110374e-05	7.794383172e-09	8.38474292e-18	2.979993001e-07	0	0.000451760236	0	0	0.0004441049606	0	3.316982096e-12	2.124513075e-16	1.599946898e-08	0.0001712438188	0	0.0009699993256	2.591918225e-06	0	6.641474763e-14
15:36879721-36879734	9.394984876e-11	0	7.845139197e-13	1.249483302e-18	3.086412584e-16	0	5.749137379e-17	2.919467043e-19	0	8.463684247e-11	0	0	1.696013049e-27	1.420688824e-24	4.579387472e-12	0	0	2.203766128e-09	0	2.478240589e-05	1.476172079e-06	0	1.258321928e-12	3.275389803e-21	8.492119867e-08	1.025882222e-08	2.696101139e-15	0	0	0	0	0	0	0	3.434426873e-16	4.402441586e-35	5.747064268e-05	2.76577698e-06	0	0	1.450542178e-23	6.274478796e-21	0.001393805892	0	0	3.282013186e-07	1.546355607e-10	0	0	0	0.0002896573618	1.620502273e-12	6.193461005e-09	0	0	1.243118755e-13	0	1.523170313e-07	0.0003383166159	1.229984595e-08	1.371016701e-05	4.783471665e-06	6.862044852e-08	1.840634169e-05	0	1.040904018e-08	0.001318874437	0	6.04096687e-08	1.793010897e-07	0	0	2.942025387e-10	0	1.993702913e-07	1.430234641e-07	7.771954071e-18	1.967416146e-09	0	2.361860687e-05	0	0	0.0001320765072	0	7.155849856e-14	1.707498043e-10	4.838888359e-10	0.0001527276029	0	0.0001389761612	4.742152308e-06	0	4.975598716e-05
15:36879836-36879857	1.28441331e-06	3.450894712e-05	1.698170083e-08	2.99987251e-18	6.611874514e-06	1.946107547e-12	1.782070736e-09	2.388711245e-15	5.010544995e-11	6.897928808e-11	4.962008875e-18	5.942437871e-10	3.576052734e-19	2.975609294e-10	1.383202895e-11	2.176522656e-11	5.600051251e-24	8.966658586e-10	8.389221983e-13	7.485594832e-05	3.556774616e-07	1.586220919e-12	4.58631606e-05	3.965559412e-16	2.494925058e-10	1.820431435e-09	1.566142323e-23	9.155736495e-22	4.050332717e-23	2.873142554e-14	4.092657115e-20	1.801518045e-11	1.527112162e-22	3.512742769e-13	4.872251515e-13	4.45016328e-19	0.003110907503	7.370454346e-05	1.51239835e-15	1.114191605e-19	2.092027175e-16	8.21024921e-18	0.004848066506	4.783690502e-21	2.193864227e-10	2.058579081e-05	2.670312845e-12	3.279489857e-09	9.263799088e-11	1.346168137e-13	0.002205931452	1.001835108e-08	8.318284913e-06	3.168295801e-13	9.4130061e-09	4.25241539e-12	4.035623692e-15	0.0001820507218	1.065642056e-09	5.895564097e-06	1.342899692e-05	0.001051357111	2.158786633e-08	4.708179866e-05	2.118130667e-10	1.069485368e-06	0.001877231506	1.549852596e-09	9.615786339e-09	2.787303431e-05	7.938656862e-07	3.573868308e-10	3.8083426e-08	3.956469645e-13	6.625437797e-06	6.46566139e-05	1.408472317e-11	5.745923428e-08	1.127850449e-17	0.003768828176	9.089901078e-10	5.260720752e-09	0.0003190618713	6.350684889e-08	7.266397133e-10	6.313110245e-07	6.658155151e-12	0.0002729949064	7.547327422e-10	0.0004196600175	0.004077976373	1.492119625e-22	3.529279769e-09
15:36879896-36879926	1.117106641e-11	4.738914503e-06	4.654818024e-09	3.333830171e-14	2.072331539e-08	7.025889146e-11	7.773087107e-15	2.956748697e-14	3.265977919e-10	3.98035911e-09	2.374793889e-12	2.675368246e-09	1.144400287e-08	2.476876575e-11	2.718822872e-10	6.522088189e-12	7.97206795e-16	8.908266972e-10	7.639610394e-15	1.728084051e-05	3.799922409e-06	5.367517696e-08	2.284683155e-08	1.093517616e-11	5.045052934e-15	2.280426718e-08	1.740095943e-13	2.540933105e-16	7.142713724e-22	3.165550265e-12	1.715318708e-17	3.503749732e-06	2.056830124e-11	2.585283498e-07	7.130123348e-08	4.377435792e-12	0.001593257873	1.145157852e-06	2.921456745e-08	1.002016376e-22	6.883691893e-13	6.999597858e-10	0.001730337814	6.857236844e-18	7.17360022e-12	0.003171182199	6.113250056e-14	2.090776527e-07	7.436550547e-05	3.116365125e-08	2.544604459e-05	6.341206095e-05	1.544706757e-06	2.162708157e-12	1.170414287e-06	9.931440655e-10	8.336679027e-09	4.697002057e-06	6.896957266e-08	0.000319842066	0.001036125637	0.2092736832	0.0004927472298	0.0002939450017	9.04183893e-11	0.0007516778545	0.02121597185	3.557449395e-07	1.174415993e-06	0.0009832202575	8.125136452e-06	2.127454751e-09	4.40106698e-07	1.307448677e-12	0.0001730281547	0.0002904356126	1.879970634e-11	2.6840908e-05	4.272773786e-13	0.00488835417	2.124780577e-06	6.051435022e-06	0.00252827542	2.151232419e-06	1.355423247e-08	0.0003246923258	2.024237802e-07	0.1044686441	6.546688976e-05	0.04256493476	0.003244622551	9.76076908e-16	2.304174614e-09
15:42674736-42674748	6.234182523e-29	0	1.836713372e-11	1.668545994e-28	4.951539008e-15	0	7.216869548e-24	3.012852403e-24	0	8.972324076e-13	0	0	0	5.221076851e-18	8.224032863e-20	0	0	1.419828817e-13	0	0.0001026865953	4.484800901e-13	0	2.30096305e-17	4.577097101e-13	1.831626829e-26	1.861957669e-12	0	0	0	0	0	0	0	0	1.738247226e-19	0	0.0001333102087	6.118998673e-08	0	0	0	8.491804019e-21	1.832905162e-06	0	0	9.170409819e-08	8.709064401e-26	0	0	0	4.970932863e-07	8.982319572e-10	7.035271311e-12	0	0	1.758697654e-13	0	0	0.0001788864501	6.616860641e-09	7.499030351e-06	8.071633727e-06	4.802922112e-06	3.973522215e-05	0	3.287901506e-10	0.0005506275854	0	0.0004893716308	3.925327564e-08	0	0	2.563689461e-05	0	1.627478223e-08	9.880855052e-10	3.609153434e-20	3.353783321e-11	0	0.0001813981138	0	0	0.0002148671924	0	1.018928532e-08	0	5.599556781e-11	0.0002814504296	0	0.0005580103347	2.93578834e-05	0	1.336675113e-15
15:42674780-42674799	1.090167871e-15	4.547233807e-07	1.502556089e-09	2.200857282e-15	5.685021149e-12	4.122881502e-16	3.300168515e-12	3.675795213e-15	6.405194697e-15	1.120755244e-10	0	8.010807921e-12	9.206539581e-18	1.659852583e-17	3.880416094e-11	7.737622991e-14	3.112330679e-20	5.194808191e-10	1.185500007e-21	2.80350622e-05	2.759312897e-07	3.608648924e-10	1.506240298e-12	2.471267351e-12	9.295569279e-15	1.608286849e-09	2.19155621e-27	5.840259522e-20	1.857146231e-28	5.839925112e-14	2.219548123e-32	2.698989589e-07	5.574021394e-19	7.236590177e-11	4.382450069e-18	1.117847212e-19	0.003507527228	3.500839665e-06	1.337590813e-14	4.495030016e-25	9.723833845e-15	2.494943484e-16	0.004333566472	0	1.564106842e-21	0.0003849963893	3.962480523e-14	5.083047872e-07	1.169752795e-09	7.186949141e-09	3.927079126e-05	1.244147673e-09	1.597777606e-07	1.863200129e-16	1.003229633e-08	3.996713508e-10	3.311090966e-18	9.51702687e-07	1.519657024e-08	4.294002408e-06	6.998396368e-05	0.1193575728	1.846534471e-06	0.0003557852637	9.703939995e-13	2.628456885e-06	0.00224545282	5.755766649e-08	1.546514375e-07	3.37689429e-06	7.190600639e-12	8.223080943e-11	1.208781955e-07	1.02225168e-22	3.58975692e-05	4.027689661e-08	1.179757436e-12	0.0001131136878	4.749149542e-16	0.0005771128974	3.539588365e-09	9.164033878e-13	0.0001898968434	1.437099974e-10	4.417249385e-11	1.597320876e-07	7.950767647e-08	0.1040735757	8.467315117e-05	0.0409312662	6.014978159e-06	0	1.525181842e-10
15:42674897-42674927	4.631715526e-16	2.875623674e-06	5.255659307e-06	9.164684532e-16	1.232448535e-06	7.376293931e-10	1.093046878e-08	3.786814927e-07	2.627065231e-08	5.357073156e-07	2.022551585e-14	4.866408439e-11	9.364830409e-14	1.370835979e-08	1.318459685e-09	2.340353721e-11	4.899013216e-22	1.969641098e-05	4.061035456e-15	0.0001107571092	3.240755688e-06	3.951362974e-10	1.941267674e-05	9.819939861e-17	1.697405379e-09	2.450020124e-05	7.768278508e-23	4.075414325e-22	3.085750884e-18	1.828618329e-11	1.947558839e-25	7.924085215e-06	8.589762718e-18	1.350857243e-07	5.900478049e-13	1.366250826e-13	0.0002891519996	7.908199072e-06	2.792864374e-11	8.765857951e-20	6.715967476e-18	7.480696098e-08	0.0008786054914	1.571149616e-19	1.504272332e-16	6.826813022e-05	1.09939791e-12	5.67598735e-07	2.050885069e-09	1.921093792e-09	0.02576609451	7.085707863e-08	6.89574435e-07	2.592610512e-08	1.812698769e-05	2.252364498e-06	4.704661586e-12	1.848582998e-05	5.273932341e-08	1.366470369e-05	0.0001613878202	0.003075156816	0.001225035478	0.00019036623	1.704144272e-09	4.685435156e-05	0.006635573329	2.082351096e-07	7.776690223e-07	1.019779314e-05	4.46688092e-08	2.780352971e-07	1.372122648e-07	1.615569962e-12	5.275676744e-05	0.01705447311	6.465724763e-10	4.39892765e-06	6.26737864e-13	0.0007180808637	6.953673787e-08	6.468934996e-06	0.001221530094	5.19966499e-11	1.580550182e-10	8.942380567e-07	3.59473836e-08	0.001454031338	6.593997941e-07	0.00264054634	0.0009484856833	2.729155165e-15	0.001596786018
15:42674988-42675018	5.801558192e-11	3.046110601e-06	9.916085403e-08	2.876392245e-17	2.952159637e-09	9.49892904e-14	3.727325098e-15	2.255935494e-15	2.737826515e-12	4.851915736e-07	4.574073652e-15	4.464285699e-07	1.70617427e-16	1.322595143e-12	5.747940031e-12	0.7675080095	2.902019619e-21	1.100440137e-08	0.01221051807	0.1837709645	3.921990788e-06	1.649299693e-09	2.814732588e-08	4.329916251e-11	5.599717457e-15	1.00630574e-08	5.178675256e-21	2.5077419e-22	8.078622857e-22	5.86670304e-11	1.682005356e-23	1.734668239e-13	1.356547871e-19	1.183484444e-11	2.761529903e-09	1.589256296e-12	0.0001485070419	3.986533724e-05	1.169675901e-12	2.628909981e-14	3.148196913e-10	3.448823349e-09	0.0002007424774	1.529729367e-09	2.672615832e-08	0.0005882071397	2.074326344e-16	9.689381615e-09	2.644358511e-07	1.34985829e-08	0.001247608366	6.295208017e-08	4.947712752e-08	4.293107227e-11	2.477202981e-07	1.310801371e-08	6.26501642e-17	1.430647669e-05	0.0002176620668	2.520887879e-06	4.140524108e-05	0.001583116979	3.204904036e-05	7.899970986e-06	1.566939484e-09	1.514422889e-05	0.007277047803	3.764661184e-09	7.31275755e-07	7.184119676e-05	4.595628104e-08	2.066212005e-08	4.657061386e-06	0.007626269352	0.0001047725771	5.791821957e-05	1.006079572e-15	0.0005352162817	4.740200667e-15	0.0004762197783	8.170996415e-06	3.607745366e-06	0.0007045850722	1.723941291e-10	9.400419477e-07	3.640243815e-08	0.004604501093	0.0003948552285	6.064478485e-08	0.0009852599569	3.618443208e-05	2.502442972e-16	1.642172414e-08
15:42675096-42675109	4.545818935e-15	0	1.238307048e-12	7.539278316e-22	3.507682824e-12	0	4.66119245e-14	6.802578527e-21	0	1.847253012e-10	0	0	7.427154025e-21	3.998210027e-19	6.100901258e-13	0	0	2.022569023e-09	0	0.001253233515	1.465402242e-10	0	3.035520197e-16	5.572376897e-17	4.702537329e-18	9.038849601e-09	3.025661123e-34	0	0	0	0	0	0	0	1.036485504e-12	1.902424383e-27	5.166639688e-07	5.061069312e-09	0	0	1.280670327e-29	4.720673939e-16	0.0002104616046	0	0	9.306687224e-06	4.537931558e-14	0	0	0	2.286698756e-05	5.654016986e-08	2.157478073e-09	0	0	3.152732655e-09	0	1.961329902e-07	7.431508354e-09	3.343749569e-10	0.000761641954	0.0002433066586	1.901802173e-05	6.617046118e-06	0	0.0001227717407	0.003073149727	0	1.125203537e-08	2.564022482e-06	0	0	2.193388549e-07	0	0.0004394865767	2.01939072e-08	4.648899339e-22	2.264976334e-11	0	0.0004578004265	0	0	1.480835643e-05	0	2.607360145e-11	2.002826138e-12	1.540909761e-08	8.673526676e-05	0	0.0001573147229	4.397140013e-06	0	6.128340874e-12
15:42675829-42675849	8.871872142e-09	3.135402227e-06	8.022836523e-11	3.247763796e-12	1.114350649e-12	1.799315078e-14	6.64450991e-10	3.79924067e-11	1.69157117e-14	7.36699217e-11	0	4.182574297e-12	3.438798097e-16	2.13641421e-15	1.332720243e-05	9.413547849e-13	2.350790069e-21	5.256313045e-09	4.507806106e-19	1.117946598e-05	1.275222561e-07	8.31454725e-14	2.20207732e-15	1.615437832e-11	6.628663199e-11	1.407012376e-08	4.423743966e-34	2.572238859e-19	6.243722435e-27	8.435054803e-12	1.444502261e-31	0.0001884796532	2.742741447e-23	8.07052934e-16	3.892785132e-12	1.769692609e-17	0.003508225365	4.034216284e-08	2.781693864e-16	7.210526345e-25	1.07116807e-16	7.143386102e-10	0.0332587614	0	3.419515096e-15	5.881800152e-05	8.61870685e-15	1.157665524e-08	1.032376122e-07	1.950269706e-12	4.53690185e-05	3.287571073e-09	4.995847058e-08	4.1042852e-11	2.410243727e-07	2.300298425e-12	3.659258217e-17	9.107568572e-06	2.56472019e-10	7.110747877e-08	2.887504382e-05	0.5817953441	1.025690862e-05	0.0001007838819	3.528943407e-12	7.746699392e-08	0.001745236568	1.057615719e-09	6.700538465e-09	2.301645185e-05	1.082979119e-12	4.652086392e-11	4.96787121e-07	7.547093177e-17	4.424658654e-06	5.471210111e-06	3.328815606e-11	0.0002656507613	2.305410437e-08	0.0005253782287	3.252077636e-11	3.769436491e-10	0.0005947382263	1.396565606e-09	3.826356807e-10	1.264759047e-07	9.864244872e-08	0.0302146569	7.206662643e-05	0.02621774432	1.218236243e-05	1.597515496e-22	1.45536286e-10
15:42675979-42675996	2.138942481e-17	1.692176833e-06	4.698857582e-10	4.412687055e-18	4.884014114e-13	8.163762384e-13	6.152499096e-11	2.662150537e-14	3.104163958e-18	2.052371517e-11	0	4.023084148e-17	5.347191236e-20	5.019212084e-20	2.119101279e-10	2.512953564e-15	1.282120427e-30	1.280263003e-07	0	1.26993623e-06	1.48944615e-05	1.74432864e-15	3.37858027e-11	2.06759851e-16	1.941378416e-14	1.319936266e-06	3.162454827e-29	9.247698612e-23	2.616088006e-37	7.326033085e-18	0	4.074022531e-08	7.150300751e-29	2.190173475e-18	6.813869206e-18	7.94610374e-19	2.509876994e-07	0.0006270938763	9.770867224e-16	2.199662285e-29	8.897680594e-17	4.912936873e-14	0.0009743390138	0	0	3.570290556e-05	2.668184711e-12	1.07826339e-08	2.171728926e-08	6.5885404e-15	0.0005360953308	2.678016686e-09	6.062902868e-05	3.625623319e-15	1.461683873e-09	2.140885445e-13	1.183872747e-14	0.0002425783139	9.522289841e-11	4.507256616e-05	1.614859173e-07	0.00663008566	1.301423096e-08	6.617854917e-06	4.316809773e-14	1.258136941e-09	0.0179885241	3.146606496e-11	3.982935629e-08	5.550303489e-05	3.860719865e-14	5.186032272e-14	2.941933631e-07	5.842449155e-22	0.0001063976355	0.0005589655887	8.200679566e-12	0.001949633184	4.872604123e-13	0.001134503926	0	5.885526243e-15	0.0002305300765	3.830038665e-11	2.594336708e-11	2.883321812e-09	6.528148953e-07	0.000580732684	3.364148615e-11	0.0009815739925	6.319669971e-06	0	2.637310094e-09
15:53902301-53902325	3.108049821e-13	2.824803824e-05	1.958770978e-07	8.307788296e-14	3.532810015e-08	2.194724745e-13	5.193088825e-15	1.377258951e-12	6.529112649e-14	2.440469516e-08	1.054559895e-14	6.103272824e-12	5.442266475e-17	2.949589547e-11	7.810488293e-12	6.626592148e-13	7.017304861e-22	9.393860146e-08	4.250745556e-13	0.0007538144233	7.621847591e-07	4.430283522e-10	3.128584105e-11	7.55959718e-21	1.783671325e-12	8.26433863e-08	2.962222433e-27	2.324349221e-22	2.343004716e-25	4.146924125e-10	4.02712735e-23	3.919232101e-13	1.321368174e-21	1.098931375e-14	5.163686892e-08	5.672033903e-19	3.386559837e-05	0.002806968059	3.362927161e-20	3.09881016e-19	4.896973952e-11	4.775939264e-16	0.003106679521	2.916868682e-24	1.1200654e-20	0.0007372532986	1.144858829e-13	5.943252756e-07	3.897369736e-07	1.181240243e-09	0.002162875306	1.444621292e-06	4.313583819e-08	1.008635573e-09	8.254458622e-07	3.522274744e-09	5.384022116e-19	0.003333361311	9.425625992e-08	5.137519518e-06	0.0001512791077	0.004161990734	3.505047082e-08	0.003104043904	6.228443888e-06	0.0003822562314	0.004934346776	5.149940679e-06	6.004136872e-05	0.001047489489	7.880091781e-08	1.273273197e-09	0.002225362954	7.653157873e-15	0.000257694601	1.576037511e-06	6.516040302e-11	0.000405512873	5.164363324e-15	0.008973972406	6.832230616e-08	1.041516898e-11	0.0009707683905	1.111009505e-11	7.276512431e-08	5.260973147e-10	5.197243963e-07	0.0003690291806	1.734116273e-08	0.000741668989	0.0002403115189	2.840393222e-19	0.01325687881
15:53902389-53902405	7.649655281e-16	0	5.283163732e-10	5.46591368e-20	2.092406337e-13	1.210631678e-16	1.198966207e-18	8.733730849e-21	3.867474538e-18	1.120706095e-06	0	3.79752928e-12	3.885221182e-19	2.120678779e-18	7.481707611e-10	2.897144032e-13	1.223946702e-30	6.592991199e-08	0	0.0006884838307	2.144573913e-08	2.573765748e-13	1.742586501e-13	8.463619493e-12	2.356034175e-15	1.112784113e-07	1.646996095e-28	5.637131157e-24	0	2.207306295e-14	0	4.622180743e-12	1.019450811e-28	1.051794372e-17	6.289419246e-13	1.284786853e-08	3.217833546e-05	1.013543998e-07	2.862139075e-13	0	1.03396323e-13	7.701534413e-23	1.670152598e-05	0	0	2.21572184e-05	6.851867996e-14	1.381085933e-09	1.070995809e-09	0	0.001113647524	1.277745717e-05	2.632251977e-07	2.98498177e-14	9.34982383e-08	1.460484093e-10	3.900651812e-13	4.156473106e-08	3.362517646e-09	2.12673978e-08	0.0001535039527	0.001169765913	2.537060819e-06	5.459026197e-06	0	3.176978118e-05	0.001878771077	0	1.210380714e-08	3.820575774e-05	0	0	1.052716869e-08	2.18881703e-15	3.779147275e-07	3.401578896e-08	2.479706243e-20	0.0009920960378	1.719345305e-17	0.0005550727382	0	1.137824691e-13	0.0003920465297	4.216758033e-12	1.121365673e-07	1.790503146e-10	2.084260665e-08	3.92687947e-05	1.142980415e-11	0.0002044553085	2.960509709e-05	0	2.372187924e-09
15:53902439-53902458	0.03507756651	3.208733765e-06	3.04694667e-10	2.17811801e-14	1.279359898e-09	1.066400304e-12	5.399497776e-10	1.722448626e-16	9.555643511e-10	2.50892979e-13	0	2.277070931e-07	1.940615978e-20	7.621333262e-14	4.023680885e-09	6.791884531e-11	1.388480547e-26	1.158445842e-05	1.018080801e-20	3.424082324e-06	2.066675477e-08	1.007902814e-15	5.333868737e-09	1.576610897e-16	0.05540331844	1.791711687e-06	7.303947103e-16	7.583220125e-29	1.080317836e-23	2.295227618e-12	5.760629661e-19	1.148796457e-16	2.097741636e-19	1.025387024e-20	1.432866501e-12	1.857341267e-22	3.416745925e-05	1.016117401e-06	8.750282469e-17	9.162647593e-12	1.523216388e-23	2.399502165e-20	0.01127572036	0	5.738209391e-13	0.0002705786957	2.114767655e-06	2.937565575e-11	4.752878148e-12	4.875709141e-15	0.0004424875075	1.119935256e-13	3.033858452e-09	7.284917535e-14	2.826835418e-11	4.555415635e-10	2.825553603e-17	0.0009538763061	2.295048763e-12	2.92730673e-08	9.164592266e-07	6.864735401e-05	4.085241316e-10	6.415551697e-08	4.051191831e-14	3.155528432e-06	0.003810119558	6.119945222e-14	9.205194965e-11	0.001968714053	1.612388959e-06	1.372128869e-12	4.452243266e-10	7.03161952e-20	2.051943589e-07	6.364117978e-07	2.197767478e-16	2.349310528e-06	1.426031244e-16	1.54156296e-05	6.634557596e-07	6.268961545e-08	0.0003259495077	2.268929718e-08	1.284317274e-14	0.0001237231819	8.881553779e-09	2.385568696e-05	1.324163584e-12	7.743673151e-05	0.000470934181	0	2.401424122e-07
15:53902480-53902510	7.298438264e-14	2.268072072e-05	6.783733796e-06	1.510020734e-11	1.246914834e-09	1.492709931e-14	3.216402854e-13	2.515935761e-09	4.352147001e-13	2.828846278e-10	2.595217944e-17	8.544007014e-06	4.092856327e-13	1.091663363e-14	6.56639836e-11	5.700837302e-12	4.300693298e-20	1.524203436e-07	3.610045164e-13	0.0001823379465	4.391457007e-08	9.815018596e-14	7.476231671e-10	8.672393192e-07	7.051875264e-15	2.444141719e-07	3.995336492e-22	4.401759755e-22	1.530034324e-15	2.39555162e-10	3.98015298e-26	1.202356239e-06	2.329116471e-21	7.956267919e-11	1.705269504e-06	3.201683791e-19	0.0009773486566	2.288717678e-05	1.528539379e-13	4.253634181e-17	1.218215095e-14	3.36956319e-10	0.008905971928	5.045911664e-17	9.329878386e-14	0.0004831951135	3.374638189e-08	2.442354549e-08	4.529058311e-09	4.130242485e-11	1.645509299e-05	4.570266803e-08	0.0001070017153	2.061647431e-13	4.485713108e-07	4.361282763e-07	1.308858872e-12	0.0002849657408	4.440364247e-09	1.082768059e-06	0.0007922153365	0.003819583887	1.760012322e-07	1.209813704e-05	2.900755186e-10	0.0006525786851	0.0105706962	8.103559803e-10	2.434150536e-07	1.102450938e-05	1.965785753e-10	1.357813086e-06	0.0001735244599	2.037554891e-11	0.0006638100555	0.0001187033227	3.561492149e-11	0.0006118380845	1.37536881e-10	0.00022056723	5.805594699e-07	8.269783873e-06	0.002753398202	1.924249709e-10	2.059363513e-09	1.914175273e-07	1.789283289e-06	0.0001485961874	8.475523946e-06	0.00066717632	5.945887999e-05	2.418228094e-13	5.746699654e-09
